name,author,narrator,time,releasedate,language,stars,price
The Red Laugh,"Leonid Andreyev, Alexandra Linden-translator",Melissa Green,167,2021-11-18,English,4.46,335
Anime morte,Nikolaj Vasil'evičGogol',Anna Bonaiuto,803,2021-11-25,Italian,4.46,459
Les marrons,Louis Timagène Houat,Emmanuelle Lemée,133,2021-11-16,French,4.46,376
"Sherlock Holmes - Der Mann, der gesucht wurde",Arthur Whitaker,Stefan Senf,62,2021-02-12,German,4.46,233
L'Hymne et le Flic,O.Henry,Olivier Lecerf,16,2021-01-12,French,4.46,112
L'Orateur,Anton Tchekhov,Christian Baltauss,7,2021-02-12,French,4.46,74
La Chasse au trésor,William O.Henry,Fabienne Prost,178,2021-11-29,French,4.46,187
Souvenirs de la maison des morts,Fiodor Dostoïevsky,Fabienne Prost,434,2021-01-12,French,4.46,301
Le Moine noir,Anton Tchekhov,Christian Baltauss,79,2021-01-12,French,4.46,149
Le Manteau,Nicolas Gogol,Fabienne Prost,71,2021-01-12,French,4.46,149
Un cas de conscience,William O.Henry,Fabienne Prost,21,2021-11-29,French,4.46,112
Le Chef d'œuvre inconnu,Honoréde Balzac,Fabienne Prost,61,2021-11-29,French,4.46,149
Le Petit Héros,Fiodor Dostoïevsky,Fabienne Prost,100,2021-11-29,French,4.46,149
Alicia en el país de las Maravillas [Alice in Wonderland],Lewis Carroll,Aislinn Derbez,217,2021-03-12,Spanish,4.46,501
Chance: A Tale in Two Parts,Joseph Conrad,Stefan Rudnicki,883,2022-11-01,English,4.46,"1,218"
Das Mädchen von Treppi,Paul Heyse,Andreas Jeßing,86,2021-09-12,German,4.46,233
Siebenkäs 4,Jean Paul,Carl Rumstadt,309,2021-11-25,German,4.46,468
Fortunata y Jacinta,Benito Pérez Galdós,Oscar Chamorro,3036,2021-11-22,Spanish,4.46,345
The Nutcracker and the Mouse King,E.T.A.Hoffmann,fullcast,160,2021-11-18,English,4.46,773
Los Músicos de Bremen,Hermanos Grimm,"Chico García, Niloofer Khan",8,2021-11-19,Spanish,4.46,38
Romeo Juliet (Hindi Edition),William Shakespeare,Avdhesh Tondak,233,2021-10-14,Hindi,3.5,Free
Ashadh ka Ek Din [Free One Day],Mohan Rakesh,Nand Kishore Pandey,211,2019-10-04,Hindi,4.5,284
Parivartan [Change],William Shakespeare,Avdhesh Tondak,223,2021-10-14,Hindi,2.0,Free
All the Sonnets of Shakespeare,"William Shakespeare, Paul Edmondson-editor, Stanley Wells-editor","Kenneth Branagh, Lolita Chakrabarti",275,2021-12-16,English,4.46,337
Waiting for Godot,Samuel Beckett,"Sean Barrett, David Burke, Terence Rigby,",122,2006-01-01,English,5.0,422
"Krapp's Last Tape, Not I, That Time, & A Piece of Monologue",Samuel Beckett,"Jim Norton, Juliet Stevenson, John Moffatt,",87,2006-01-01,English,4.46,422
Die Bändigung des Weibs,"William Shakespeare, Markus Hahn-Übersetzer","David Nathan, Simon Jäger",128,2022-11-02,German,4.46,334
The Kellys and the O'Kellys,Anthony Trollope,Flo Gibson,895,2022-01-02,English,4.46,773
The Importance of Being Earnest,Oscar Wilde,Edward Beesley,175,2020-08-22,English,4.0,211
King Lear,William Shakespeare,"Trevor Peacock, Clive Merrison,fullcast",188,2014-05-19,English,4.46,585
Schachnovelle,"Richard Heinrich, Stefan Zweig",Richard Heinrich,136,2021-12-30,German,4.46,166
Hamlet,"William Shakespeare, Matthías Jochumsson",Hjálmar Hjálmarsson,264,2021-12-23,Icelandic,4.46,200
It's a Family Affair - We'll Settle It Ourselves,"Alexander Ostrovsky, George Rapall Noyes-translator","John Burlinson, Kristina Rothe, Joan Du Kore,",165,2021-12-16,English,4.46,335
Kabuliwala,Rabindranath Tagore,Rajat Kapoor,113,2018-06-11,English,4.0,95
The Merchant of Venice,"William Shakespeare, Edith Nesbit",Josh Verbae,12,2018-04-12,English,4.0,152
Don't kill me I'm in love,Corinna-Rosa Falkenberg,Corinna-Rosa Falkenberg,70,2022-01-15,German,4.46,233
Orlando,Virginia Woolf,Pippa Nixon,502,2019-09-26,English,4.46,888
Macbeth (No Fear Shakespeare),Spark Notes,"January La Voy, Wayne Carr, Eileen Stevens,",307,2021-04-20,English,4.46,500
The Merchant of Venice,William Shakespeare,Randal Schaffer,144,2021-03-30,English,4.46,211
Won by the Sword,G.A.Henty,Jim Hodges,746,2021-02-11,English,4.46,586
Le dernier sacrement [The Last Sacrament],Denis Bouchard,"Denis Bouchard, Marylou Belugou, Ayana O'Shun,",73,2021-10-27,French,4.46,508
Hay Fever,Noel Coward,Flo Gibson,131,2021-08-20,English,4.46,469
Three Viewings,Jeffrey Hatcher,"Michelle Myers Berg, Steve Hendrickson, Lauren Ezzo",88,2021-10-08,English,4.46,585
A Good Day at Auschwitz,Stephen Tobolowsky,"Alan Mandell, Stephen Tobolowsky",96,2021-09-15,English,4.46,166
Judith und Holofernes,Johann Nestroy,Friedrich Frieden,37,2021-06-09,German,4.46,166
Hugo von Hofmannsthal: Jedermann,Hugovon Hofmannsthal,Jürgen Fritsche,106,2021-06-08,German,4.46,267
The Classic Hundred Poems,"William Shakespeare, William Wordsworth, W.B.Yeats,","Alfred Corn, Rita Dove",361,2000-01-19,English,4.0,702
Will B. Famous,Andreas Peglau,Felix Würgler,131,2022-03-16,German,4.46,367
The Invisible Man,H.G.Wells,Roger May,375,2022-02-22,English,4.46,234
Rómeó og Júlía,"William Shakespeare, Matthías Jochumsson-translator",Jóhann Sigurðarson,228,2022-11-02,Icelandic,4.46,200
A Shakespearean Actor Prepares,"Adrian Brine, Michael York",Michael York,355,2009-05-27,English,4.46,679
Tagore - A Selection Of His Poems,Rabindranath Tagore,Shyama Perera,45,2009-07-15,English,3.5,152
Othello,"William Shakespeare, Oregon Shakespeare Festival, Bill Rauch-director",fullcast,175,2019-05-14,English,4.46,585
Tiger Tiger (Hindi Edition),Khushwant Singh,Rahul Jaisawat,144,2020-10-06,Hindi,3.0,233
Pygmalion,George Bernard Shaw,Harriet Seed,198,2020-07-15,English,4.46,234
Death of a Salesman,Arthur Miller,"Thomas Mitchell, Arthur Kennedy",86,2010-03-29,English,4.5,281
Hamlet (No Fear Shakespeare),Spark Notes,"Ariel Blake, Jonathan Davis, Imani Jade Powers,",483,2021-08-06,English,4.46,500
Macbeth: A Dagger of the Mind,Harold Bloom,Simon Vance,167,2019-02-04,English,4.46,351
Stories from Shakespeare - The Plantagenets,David Timson,"Benjamin Soames, Clare Corbett, Hugh Ross,",231,2010-09-13,English,4.46,539
Seven Classic Plays,"William Shakespeare, Henrik Ibsen, Anton Chekhov,",fullcast,700,2004-05-13,English,4.46,773
King Lear,William Shakespeare,"Paul Scofield, Alec Mc Cowen, Kenneth Branagh",186,2011-08-18,English,4.46,623
The Jew of Malta,Christopher Marlowe,Christopher Romance,152,2019-06-11,English,4.46,750
Shylock Is My Name,Howard Jacobson,Michael Kitchen,448,2016-04-02,English,4.46,683
250 Best Quotes by William Shakespeare,William Shakespeare,Katie Haigh,88,2016-02-25,English,4.46,414
Julius Caesar: a tragedy by William Shakespeare,William Shakespeare,diversnarrateurs,55,2015-08-10,English,4.46,414
The Merchant of Venice: CliffsNotes,Waldo F.Mc Neir Ph.D.,Luke Daniels,155,2011-03-16,English,4.46,352
Cleopatra: I Am Fire and Air,Harold Bloom,Simon Vance,186,2018-11-20,English,4.46,469
The Complete Sonnets of William Shakespeare,William Shakespeare,"Roscoe Lee Browne, Christopher Cazenove, Vanessa Redgrave,",184,2009-08-18,English,4.46,421
Sea Wall / A Life,"Simon Stephens, Nick Payne","Jake Gyllenhaal, Tom Sturridge",82,2020-04-30,English,5.0,266
Rumi - A Selection Of His Poems,Jalalad-Din Rumi,Shyama Perera,28,2009-07-14,English,4.46,133
Copenhagen,Michael Frayn,"Simon Russell Beale, Benedict Cumberbatch, Greta Scacchi",119,2013-01-08,English,5.0,342
Ghosts,Henrik Ibsen,Andrea Giordani,187,2020-08-05,English,5.0,469
Twelfth Night,William Shakespeare,Rafe Beckley,144,2021-07-23,English,4.46,211
A Midsummer Night's Dream,William Shakespeare,David Miles,106,2020-04-17,English,4.46,65
Othello / Romeo and Juliet / Hamlet / Macbeth / King Lear,William Shakespeare,"Mark Bowen, David Miles",1036,2020-05-28,English,4.46,233
The Shakespeare Book,DK,Roger May,996,2019-05-12,English,4.46,"1,093"
Monstrous Regiment,Terry Pratchett,Tony Robinson,5,2007-02-15,English,4.46,615
Hag-Seed,Margaret Atwood,R.H.Thomson,491,2016-06-10,English,5.0,683
A Midsummer Night's Dream,William Shakespeare,Kimberly Schraf,129,2013-06-01,English,3.0,333
Lord Jim,Joseph Conrad,Ric Jerrom,934,2015-02-27,English,5.0,"1,003"
Hamlet,William Shakespeare,"Anton Lesser,fullcast",202,1999-12-26,English,4.5,501
Great Speeches and Soliloquies,William Shakespeare,"Simon Russell Beale, Estelle Kohler",127,2000-10-26,English,4.46,422
The Merchant of Venice,"James Gardner, William Shakespeare",Katie Haigh,29,2018-07-04,English,4.46,166
Tom Jones,Henry Fielding,Bill Homewood,2272,2013-07-05,English,4.5,"1,523"
The Merchant of Venice,William Shakespeare,Antony Sher,149,2008-10-30,English,4.46,422
Belphégor,Arthur Bernède,Jens Wawrczeck,326,2021-07-16,German,4.46,468
Romeo und Julia / Julius Caesar / Hamlet / Othello / Macbeth,William Shakespeare,Jürgen Fritsche,1074,2021-07-16,German,4.46,837
Macbeth,William Shakespeare,Rafe Beckley,133,2021-07-23,English,4.46,211
Tom and Viv,Michael Hastings,"Benedict Cumberbatch,fullcast, Lia Williams",87,2019-02-05,English,5.0,342
Macbeth,"Charles Lamb, William Shakespeare",Bart Wolffe,32,2012-12-24,English,4.46,303
Romeo and Juliet,William Shakespeare,Flo Gibson,184,2013-04-01,English,4.46,501
Three Plays,Ayn Rand,Robin Field,522,2009-09-18,English,4.46,585
"Alexa, Why Can't You Love Me?",David Rossmer,"Judd Hirsch, Maria Dizzia, Lizan Mitchell",77,2020-12-11,English,5.0,266
Lucifer's Child,William Luce,Julie Harris,100,2001-03-22,English,4.46,199
The Seagull,"Anton Chekhov, George Calderon-translator","Elizabeth Klett, Andy Harrington, Ron Altman,",125,2017-10-13,English,4.46,335
The One Who Runs and Hides,Chris Merola,Joe Hempel,307,2020-01-28,English,4.46,586
Othello,William Shakespeare,Edward Beesley,232,2020-07-15,English,4.46,234
Two Tragedies in One Act,"William Shakespeare, J.P.Crabb-editor","Alan Weyman, Amanda Friday, Anna Grace,",131,2021-06-23,English,4.46,335
The Green Cockatoo,Arthur Schnitzler,"Linda Barrans, Phil Benson, Tomas Peter,",79,2021-06-23,English,4.46,286
Der Ring des Nibelungen,Richard Wagner,Jürgen Fritsche,451,2021-02-07,German,4.46,602
The Gospel According to Clarence Thomas,Ashis Gupta,"Nina Richmond, Chris Cameron",104,2021-06-25,English,4.46,305
Hadji Murat,León Tolstoi,Martin Untrojb,469,2021-06-28,Spanish,4.46,795
Hamlet,William Shakespeare,Chema Agullo,237,2020-07-22,Spanish,4.46,230
The Glass Menagerie,Tennessee Williams,Yosef Kent,110,2020-05-16,English,4.46,164
The Skin Game [Russian Edition],John Galsworthy,"Alexandra Klimova, Grigory Kochetkov, Anna Obukhovich,",99,2013-11-21,Russian,4.46,234
Cleopatra,Henry Rider Haggard,Brian Troxell,633,2012-06-02,English,4.46,234
The Count of Monte Cristo,Alexandre Dumas,Robert Montgomery,47,2008-10-31,English,4.46,95
Heart of Darkness,Joseph Conrad,B.J.Harrison,342,2012-02-17,English,4.46,668
Uncle Remus,Joel Chandler Harris,Robin Field,334,2010-10-09,English,4.46,702
The American Senator,Anthony Trollope,"Joanna David, Barbara Flynn",170,2012-01-03,English,4.46,410
The 39 Steps,John Buchan,Cathy Dobson,233,2013-04-02,English,4.46,341
Lord Jim,Joseph Conrad,Charlton Griffin,958,2014-08-27,English,4.46,"1,003"
The Classical Poetry Collection 2,"John Keats, William Wordsworth, Wilfred Owen",Charlton Griffin,45,2008-01-29,English,4.46,318
King Lear,William Shakespeare,fullcast,165,2014-04-22,English,5.0,468
The Prisoner of Zenda,Anthony Hope,Andy Minter,335,2017-10-02,English,4.46,334
Faust: Parts 1 & 2,Johann Wolfgang Von Goethe,Adriel Brandt,666,2020-08-26,English,4.46,938
The Tragedy of Macbeth,William Shakespeare,Mark Bowen,159,2020-04-16,English,4.46,65
Much Ado About Nothing,"Charles Lamb, Mary Lamb",David Ian Davies,32,2010-01-10,English,4.46,140
Hamlet,"James Gardner, William Shakespeare",Katie Haigh,34,2018-07-04,English,4.46,166
Miscellaneous 0125,Berri George,"Ryan Sampson, Sian Polhill Thomas",111,2020-08-31,English,4.46,266
El sueño de una noche de verano [A Midsummer Night's Dream],William Shakespeare,Marcos Chacón,37,2020-03-03,Spanish,5.0,153
Hedda Gabler,"Henrik Ibsen, Edmund Gosse-translator, William Archer-translator","Anna Grace, Rob Goll, Sarah Mitchell,",148,2019-10-30,English,4.46,335
Lady Audley's Secret,Mary Elizabeth Braddon,Olivia Poulet,791,2019-02-26,English,4.46,721
Les femmes et l'amour,Sacha Guitry,Sacha Guitry,27,2011-03-21,French,4.46,299
Three Sisters [Russian Edition],Anton Chekhov,"Victor Stanitsyn, Anastasiya Georgiyevskaya, Klavdiya Elanskaya,",170,2013-11-21,Russian,4.46,234
Barbs from the Bard,"Stefan Rudnicki, Michael Viner","Stephanie Beacham, Roger Rees, Susan Anspach,",53,2009-08-05,English,4.46,350
Access Accents,"Gwyneth Strong, Penny Dyer","Penny Dyer, Gwyneth Strong",57,2007-09-26,English,4.46,398
"SmartPass Audio Education Study Guide to Macbeth (Unabridged, Dramatised)","William Shakespeare, Simon Potter","Full Castfeaturing Joan Walker, Nick Murchie, Carolyn Sheldon",282,2006-06-14,English,4.46,531
Death of a Salesman: CliffsNotes,Jennifer L.Scheidt M.A.,Dan John Miller,142,2011-03-16,English,4.46,352
The Seagull,Anton Chekhov,Flo Gibson,127,2011-05-24,English,4.46,350
The School for Scandal,Richard Sheridan,"Edith Evans, Cecil Parker, Harry Andrews",125,2009-01-26,English,4.46,422
Evelina,Frances Burney,"Orson Scott Card, Emily Rankin, Stefan Rudnicki,",1096,2014-08-04,English,4.46,938
The Tempest,William Shakespeare,"Barry Morse, Sonja Lanzener, Paul Sparer,",104,2010-11-18,English,4.46,333
The Importance of Being Earnest,Oscar Wilde,Samantha Novak,146,2020-10-06,English,4.46,211
Saint Joan: The History & Play,George Bernard Shaw,Deaver Brown,451,2019-07-25,English,4.46,164
The Importance of Being Earnest,Oscar Wilde,Phil Chenevert,158,2018-10-10,English,4.46,333
Oliver Twist,Charles Dickens,"Ben Lindsey-Clark, Sarah Bacaller, Graham Scott,",990,2021-02-23,English,4.0,"1,005"
Romeo and Juliet,William Shakespeare,Iman,64,2017-06-20,English,4.46,351
Romeo and Juliet,William Shakespeare,David Miles,145,2020-04-15,English,4.46,32
The Mysterious Stranger,Mark Twain,"Alan Weyman, Amanda Friday, Ben Lindsey-Clark,",243,2019-03-25,English,4.46,304
Lamb's Tales of Shakespeare,"Charles Lamb, Mary Lamb",David Ian Davies,30,2010-08-18,English,4.0,140
Romeo and Juliet,"William Shakespeare, Helen Street-adaptation",Rob Penman,31,2012-08-05,English,4.46,190
The Road Less Traveled,"Victor Warren, Harlene Stein",Victor Warren,123,2021-01-26,English,4.46,335
Teatro 2,Stefano Benni,"Simone D'andrea, Jesus Emiliano Coltorti, Valentina Mari,",162,2021-05-21,Italian,4.46,190
Trying,Joanna Mc Clelland Glass,Michael Craig,112,2021-05-27,English,4.46,987
Amor Redentor,Francine Rivers,Adriana Sananes,1192,2021-08-06,Spanish,4.46,"1,097"
Certain Noble Plays of Japan,Ezra Pound,"David Stifel, David Prickett, Grace Keller Scotch,",56,2021-04-29,English,4.46,239
"Savannah Bay, variations",Marguerite Duras,"Marguerite Duras, Madeleine Renaud, Bulle Ogier,",58,2021-03-29,French,4.46,416
Teatro,Stefano Benni,"Marco Mete, Gio Gio Rapattoni, Jesus Emiliano Coltorti,",211,2021-04-23,Italian,4.46,190
Hamlet,William Shakespeare,Mark Bowen,262,2020-04-15,English,4.46,65
This Is Shakespeare,Emma Smith,Emma Smith,594,2019-02-05,English,5.0,752
A Doll's House,Henrik Ibsen,Robin La Ree Berry,177,2020-07-03,English,4.46,117
Shakespeare for Every Day of the Year,Allie Esiri,"Allie Esiri, Ben Allen, Helen Mc Crory,",787,2019-09-19,English,4.46,323
The Charterhouse of Parma,Henri Beyle Stendhal,Edoardo Ballerini,1174,2013-06-11,English,4.46,"1,289"
Shakespeare's MACBETH,William Shakespeare,Gideon Wagner,15,2009-07-21,English,2.5,38
The Gap of Time,Jeanette Winterson,"Ben Onwukwe, Mark Bazeley, Penelope Rawlins",429,2015-01-10,English,4.46,683
Tom Jones,Henry Fielding,Charlton Griffin,2278,2014-01-13,English,4.46,"1,338"
King Richard III,William Shakespeare,"Kenneth Branagh, Geraldine Mc Ewan, Nicholas Farrell,",199,2000-12-31,English,4.46,539
Arms and the Man,George Bernard Shaw,"Noel Badrian, Rob Goll, Jeff Moon,",142,2019-12-12,English,4.5,335
A summary of 9 Shakespeare masterpieces,"James Gardner, William Shakespeare",Katie Haigh,238,2019-02-14,English,4.0,267
The Frozen Deep,"Wilkie Collins, Charles Dickens","Andy Harrington, Graham Scott, Amanda Friday,",185,2021-03-17,English,4.46,383
The Storm,"Alexander Ostrovsky, Constance Garnett-translator","Marty Krz, Robert Curran, Bob Neufeld,",148,2021-08-03,English,4.46,335
William Shakespeare: An Invention in Four Acts,Clemence Dane,"Anna Grace, Tom Saer, Grace Garrett,",185,2021-09-03,English,4.46,383
Lord Jim,Joseph Conrad,Graham Scott,874,2021-05-03,English,4.46,909
Onkel Wanja,Anton Tschechow,Sven Görtz,141,2021-12-03,German,4.46,334
Beauty & the Beast (Dramatized Version),Anonymous,Jason Damron,42,2021-03-23,English,4.46,93
Arsenic and Old Lace,Joseph Kesselring,Joseph Kent,164,2021-02-24,English,4.46,164
Exiles,James Joyce,"Lance Rasmussen, Jo Palfi, Elizabeth Klett,",157,2021-02-23,English,4.46,335
hop thA A,James Anthony Tyler,"Ronald Emile, Jayme Lawson, Kareem Lucas,",87,2021-02-18,English,4.46,266
The Tragedy of Macbeth,William Shakespeare,"Scott Brick, Käthe Mazur, Dion Graham,",149,2021-03-18,English,4.46,773
Hamlet,William Shakespeare,Jürgen Fritsche,266,2021-04-03,German,4.46,434
The Stories of Tevye the Dairyman,Sholem Aleichem,Theodore Bikel,250,2000-02-28,English,4.46,74
Bodas de Sangre [Blood Wedding],Federico García Lorca,Staff Audiolibros Colección,80,2017-02-08,Spanish,4.46,340
La tempesta,William Shakespeare,Narratori Vari,184,2021-05-02,Italian,4.46,190
Der Tor und der Tod,Hugovon Hofmannsthal,Friedrich Frieden,29,2021-02-18,German,4.46,99
Romeo und Julia,William Shakespeare,Jürgen Fritsche,204,2021-03-17,German,4.46,434
Miss Sara Sampson,Gotthold Ephraim Lessing,Jürgen Fritsche,224,2021-04-03,German,4.46,434
Minna von Barnhelm,Gotthold Ephraim Lessing,Jürgen Fritsche,211,2021-04-03,German,4.46,434
The Beetle,Richard Marsh,Nigel Patterson,739,2021-02-16,English,4.46,820
Don Juan Tenorio,Jose Zorilla,Marcos Peña,217,2021-11-02,Spanish,4.46,210
The Tragic History of the Life and Death of Dr. Faustus,Christopher Marlowe,Frank Silvera,55,2009-04-20,English,5.0,159
Dunbar,Edward St.Aubyn,Henry Goodman,447,2017-05-10,English,5.0,683
A Doll's House,Henrik Ibsen,Andrea Giordani,203,2020-05-18,English,4.46,335
An Enemy of the People,Henrik Ibsen,Andrea Giordani,243,2019-03-12,English,4.46,586
Three Men on the Bummel,Jerome K.Jerome,Christopher Romance,348,2019-12-09,English,4.46,"1,219"
Othello,William Shakespeare,uncredited,114,2009-08-31,English,4.46,333
Macbeth: a tragedy by William Shakespeare,William Shakespeare,diversnarrateurs,57,2015-08-10,English,4.46,414
Lamb's Tales from Shakespeare,"Charles, Mary Lamb","Martin Jarvis, Rosalind Ayres",293,2005-06-13,English,4.46,569
Vinegar Girl,Anne Tyler,Kirsten Potter,357,2016-06-16,English,2.0,615
The Tragedy of King Lear,William Shakespeare,Mark Bowen,230,2020-04-23,English,4.46,65
The Little Nugget,P.G.Wodehouse,Graham Scott,494,2019-12-07,English,4.46,622
How to Be a Woman,Caitlin Moran,"Caitlin Moran,fullcast",68,2019-03-21,English,4.46,342
Crime and Punishment,Fjodor Michailowitsch Dostojewski,Thomas Goodrich,624,2018-12-12,English,4.46,99
A Lover's Gift from Him to Her (Unabridged Selections),"William Shakespeare, D.H.Lawrence,more",Michael Sheen,72,1999-12-26,English,4.46,351
The Man Who Would Be King [Classic Tales Edition],Rudyard Kipling,B.J.Harrison,92,2016-09-08,English,4.46,47
Jarvis's Frayn,Michael Frayn,Martin Jarvis,140,2010-04-13,English,4.46,379
"SmartPass Plus Audio Education Study Guide to Twelfth Night (Unabridged, Dramatised, Commentary Options)","William Shakespeare, Simon Potter","Full-Castfeaturing Joan Walker, Andy Greenhalgh, Lucy Robinson",450,2006-06-14,English,4.46,665
A Christmas Carol [BBC Version],Charles Dickens,Miriam Margolyes,195,2009-02-04,English,4.46,478
The Ghost Train,Arnold Ridley,"Julia Burchell, James Mc Nicholas, Katy Manning",93,2011-07-26,English,5.0,493
Lord Jim,Joseph Conrad,Stewart Wills,858,2017-05-19,English,4.46,334
Crime & Punishment,Fyodor Dostoevsky,Nigel Anthony,140,2012-07-19,English,3.0,303
Pygmalion,Bernard Shaw,"Anton Lesser, Lucy Whybrow, Geoffrey Palmer,",156,2003-12-28,English,5.0,539
The Playboy of the Western World,J.M.Synge,"Cyril Cusack, Siobhan Mc Kenna",87,2009-01-26,English,5.0,422
Living with Shakespeare,"Harold Bloom-foreword, Susannah Carson-editor","Michael Mc Connahie, Simon Prebble, Napoleon Ryan,",959,2014-01-07,English,4.46,"1,003"
A Midsummers Night's Dream Retold by E. Nesbit,E.Nesbit,Nicki White,12,2019-08-28,English,4.46,38
Complete Poetry,William Shakespeare,Charlton Griffin,373,2012-10-08,English,4.46,750
Twelfth Night,William Shakespeare,"Arielle Lipshaw, Elizabeth Klett, Brett Downey,",155,2017-11-07,English,4.46,333
Young Carthaginian,George Alfred Henty,Jim Hodges,688,2017-06-06,English,4.46,820
Fuenteovejuna (Spanish Edition),Lopede Vega,Ciel Vivona,102,2021-01-27,Spanish,4.46,86
A Protégée of the Mistress,Alexander Ostrovsky,"Cate Barratt, David Prickett, Michele Eaton,",91,2016-12-27,English,4.46,286
Hamlet - The Bad Quarto,William Shakespeare,"Andrew Coleman, David Stifel, Elizabeth Klett,",123,2020-02-12,English,4.46,335
