name,author,narrator,time,releasedate,language,stars,price
Forschungen eines Hundes,Franz Kafka,Karlheinz Gabor,100,2022-05-01,German,4.46,166
Die Bräutigame der Babette Bomberling,Alice Berend,Angelika Gruber,293,2022-04-01,German,4.46,334
Der neue Paris,Johann Wolfgangvon Goethe,Karlheinz Gabor,35,2022-04-01,German,4.46,65
Die heilige Cäcilie oder die Macht der Musik,Heinrichvon Kleist,Christoph Hackenberg,44,2022-04-01,German,4.46,65
"Am Tag, da die Ahne fort war",Peter Rosegger,Peter Matzer,6,2022-04-01,German,4.46,32
Der Teufel der Verkehrtheit,Edgar Allan Poe,Christoph Hackenberg,51,2022-05-01,German,4.46,99
Geschichten unter dem wechselnden Mond,Peter Rosegger,Peter Matzer,22,2022-04-01,German,4.46,32
Die Prinzessin von Babylonien,Selma Lagerlöf,Annegret Liebminger,15,2022-05-01,German,4.46,32
Die Bücherschlacht,Jonathan Swift,Claudia Rohnefeld,74,2022-04-01,German,4.46,133
Attila 3,Felix Dahn,Stefan Bergmann,26,2022-04-01,German,4.46,65
Attila 2,Felix Dahn,Stefan Bergmann,51,2022-04-01,German,4.46,99
Das Opernglas,Gabriele Reuter,Maren Meier,9,2022-04-01,German,4.46,32
Was bei den Sternen war,Peter Rosegger,Peter Matzer,12,2022-04-01,German,4.46,32
Aus der Eisenhämmerzeit,Peter Rosegger,Peter Matzer,23,2022-04-01,German,4.46,32
Das Hamaïl,Karl May,Julian Lübbers,13,2022-04-01,German,4.46,32
Schlumski,Agnes Harder,Maren Meier,236,2022-05-01,German,4.46,267
Eine Überwinterung im Eise,Jules Verne,Karlheinz Gabor,161,2022-04-01,German,4.46,166
Meine Kinderjahre,Theodor Fontane,Karlheinz Gabor,442,2022-04-01,German,4.46,367
Schwester Olives Geschichte,Selma Lagerlöf,Natascha Husar,28,2022-03-01,German,4.46,32
Der Wollteufel,Karl May,Karlheinz Gabor,42,2022-04-01,German,4.46,99
Schuld und Sühne 4,Fjodor Dostojewski,Rebekka Damjani,265,2022-04-01,German,4.46,200
Buchmendel,Stefan Zweig,Karlheinz Gabor,71,2022-04-01,German,4.46,133
Das Sitzmöbel,Adolf Loos,Maria Fliri,14,2022-04-01,German,4.46,65
Der Diamant,Honoréde Balzac,Jan Kurka,94,2022-04-01,German,4.46,166
Als ich Bettelbub gewesen,Peter Rosegger,Peter Matzer,17,2022-04-01,German,4.46,32
Wilhelm Meisters Wanderjahre,Johann Wolfgangvon Goethe,Karlheinz Gabor,350,2022-04-01,German,4.46,334
Attila 1,Felix Dahn,Stefan Bergmann,79,2022-04-01,German,4.46,99
Clementine Holm,Gabriele Reuter,Maren Meier,45,2022-04-01,German,4.46,99
Klein Käthchen,Frances Hodgson Burnett,Franziska Singer,348,2022-04-01,German,4.46,367
Florian - Das Pferd des Kaisers,Felix Salten,Maren Meier,342,2022-05-01,German,4.46,367
Die Frau mit den Ziegenfüßen,Gabriele Reuter,Maren Meier,17,2022-05-01,German,4.46,32
Als ich das Ofenhückerl war,Peter Rosegger,Peter Matzer,19,2022-04-01,German,4.46,32
Allerlei Spielzeug,Peter Rosegger,Peter Matzer,17,2022-04-01,German,4.46,32
Familienbriefe,Maria Theresia,Angelika Gruber,272,2022-04-01,German,4.46,334
Die Erlösung,Peter Rosegger,Peter Matzer,194,2022-04-01,German,4.46,233
Der Gottsucher,Peter Rosegger,Peter Matzer,16,2022-04-01,German,4.46,501
"Vom Urgroßvater, der auf der Tanne saß",Peter Rosegger,Peter Matzer,22,2022-04-01,German,4.46,32
Der Zauberteppich,Karl May,Julian Lübbers,8,2022-04-01,German,4.46,32
Das verzauberte Haus,Robert Musil,Simon Engl,48,2022-04-01,German,4.46,99
Mädchen in Uniform,Christa Winsloe,Laura Vergada,543,2022-04-01,German,4.46,434
Die drei Freundinnen,Helene Hübener,Natascha Husar,533,2022-05-01,German,4.46,434
Nur treu,Helene Hübener,Bettina Isabella Koini,191,2022-05-01,German,4.46,267
Die verhexte Ziege,Karl May,Karlheinz Gabor,32,2022-04-01,German,4.46,99
Napoleon Bonaparte,Alexandre Dumas,Karlheinz Gabor,8,2022-04-01,German,4.46,334
Reise um die Erde in 80 Tagen,Jules Verne,Karlheinz Gabor,461,2022-04-01,German,4.46,501
Schuld und Sühne 5,Fjodor Dostojewski,Rebekka Damjani,272,2022-05-01,German,4.46,200
Eine Weihnachtsfeier in Damaskus,Karl May,Julian Lübbers,19,2022-04-01,German,4.46,32
Viel Wenig macht auch ein Viel,Anna Schieber,Maren Meier,8,2022-04-01,German,4.46,32
Sonnenstrahlen,Anna Schieber,Henrike Heß,38,2022-04-01,German,4.46,65
Olga Frohgemuth,Felix Salten,Marlene Weber,195,2022-04-01,German,4.46,200
Als ich die Christtagsfreude holen ging,Peter Rosegger,Peter Matzer,23,2022-04-01,German,4.46,32
"Lotti, die Uhrmacherin",Marievon Ebner-Eschenbach,Julia Soyer,242,2022-04-01,German,4.46,267
Wie das Zicklein starb,Peter Rosegger,Peter Matzer,14,2022-04-01,German,4.46,32
Meine Reise um die Welt,Mark Twain,Claudia Rohnefeld,429,2022-04-01,German,4.46,367
Adieu,Honoréde Balzac,Jan Kurka,114,2022-04-01,French,4.46,166
Der ewige Spießer,Ödönvon Horvath,Andreas Henning,255,2022-04-01,German,4.46,300
Merhameh,Karl May,Julian Lübbers,52,2022-04-01,German,4.46,65
Der Riesenmaulwurf,Franz Kafka,Karlheinz Gabor,38,2022-05-01,German,4.46,65
Frau Berta Garlan,Arthur Schnitzler,Bettina Gmoser,347,2022-04-01,German,4.46,267
Jakob der Letzte,Peter Rosegger,Peter Matzer,631,2022-04-01,German,4.46,434
Winnetou IV,Karl May,Karlheinz Gabor,1124,2022-04-01,German,4.46,669
Der Glöckner von Notre-Dame 1,Victor Hugo,Stefan Bergmann,683,2022-04-01,German,4.46,434
Als die hellen Nächte waren,Peter Rosegger,Peter Matzer,12,2022-04-01,German,4.46,32
Der Fronleichnamsaltar,Peter Rosegger,Peter Matzer,21,2022-03-01,German,4.46,32
Das Erdbeben in Chili,Heinrichvon Kleist,Christoph Hackenberg,54,2022-05-01,German,4.46,65
Prometheus,Franz Kafka,Karlheinz Gabor,3,2022-04-01,German,4.46,32
Erloschenes Licht,Rudyard Kipling,Stefan Bergmann,606,2022-04-01,German,4.46,434
Der Frauenkrieg 1,Alexandre Dumas,Stefan Bergmann,382,2022-04-01,German,4.46,233
Treue,Gabriele Reuter,Maren Meier,57,2022-04-01,German,4.46,99
Erinnerungen einer Überflüssigen,Lena Christ,Claudia Rohnefeld,465,2022-04-01,German,4.46,434
Das Bettelweib von Locarno,Heinrichvon Kleist,Christoph Hackenberg,17,2022-05-01,German,4.46,32
Beim Bau der Chinesischen Mauer,Franz Kafka,Karlheinz Gabor,34,2022-05-01,German,4.46,65
Schefakas Geheimnis,Karl May,Julian Lübbers,50,2022-04-01,German,4.46,65
Moni der Geißbub,Johanna Spyri,Maren Meier,66,2022-04-01,German,4.46,99
Die Eine-Million-Pfundnote,Mark Twain,Valentin Ladstätter,54,2022-04-01,German,4.46,99
Als ich zur Drachenbinderin ritt,Peter Rosegger,Peter Matzer,27,2022-04-01,German,4.46,32
Ein Tischgespräch,Mark Twain,Leon Heinc,22,2022-04-01,German,4.46,32
Old Firehand,Karl May,Karlheinz Gabor,286,2022-04-01,German,4.46,233
Das Manuskript in der Flasche,Edgar Allan Poe,Christoph Hackenberg,65,2022-04-01,German,4.46,99
Vom Scheintod,Franz Kafka,Karlheinz Gabor,4,2022-04-01,German,4.46,32
Als ich auf den Taschenfeitel wartete,Peter Rosegger,Peter Matzer,13,2022-04-01,German,4.46,32
Rede über die jiddische Sprache,Franz Kafka,Karlheinz Gabor,11,2022-04-01,German,4.46,32
Die Erben wider Willen,Karl May,Karlheinz Gabor,67,2022-04-01,German,4.46,133
Der Mörder,Arthur Schnitzler,Benjamin Vanyek,54,2022-04-01,German,4.46,65
Unvermutete Bekanntschaft mit einem Handwerk,Stefan Zweig,Karlheinz Gabor,94,2022-04-01,German,4.46,133
Five o'clock,Gabriele Reuter,Maren Meier,15,2022-05-01,German,4.46,32
Wo Gritlis Kinder hingekommen sind,Johanna Spyri,Bettina Isabella Koini,238,2022-04-01,German,4.46,267
In der Christnacht,Peter Rosegger,Peter Matzer,40,2022-04-01,German,4.46,65
Meine Vergangenheit,Marie Louisevon Wallersee-Larisch,Natascha Husar,396,2022-04-01,German,4.46,334
Wie der Meisensepp gestorben ist,Peter Rosegger,Peter Matzer,20,2022-04-01,German,4.46,32
Erstes Leid,Franz Kafka,Karlheinz Gabor,10,2022-04-01,German,4.46,32
Asmodeus aller Orten,Edward Bulwer-Lytton,Natascha Husar,246,2022-04-01,German,4.46,334
12 kleinere Werke,Franz Kafka,Karlheinz Gabor,255,2022-05-01,German,4.46,434
Großmütterleins Tod,Ödönvon Horvath,Julian Mill,11,2022-04-01,German,4.46,32
Der Findling,Heinrichvon Kleist,Andreas Henning,41,2022-04-01,German,4.46,65
Das Tränenhaus,Gabriele Reuter,Annegret Liebminger,217,2022-04-01,German,4.46,233
Das Kurdenkreuz,Karl May,Julian Lübbers,104,2022-04-01,German,4.46,133
Walther Rathenau,Stefan Zweig,Peter Bocek,29,2022-04-01,German,4.46,99
Gespräche mit Goethe in den letzten Jahren seines Lebens 2,"Johann Wolfgangvon Goethe, Johann Peter Eckermann",Karlheinz Gabor,529,2022-04-01,German,4.46,367
Aus dem Leben meiner alten Freundin,Wilhelmine Heimburg,Bettina Isabella Koini,666,2022-04-01,German,4.46,367
Das Märchen,Johann Wolfgangvon Goethe,Karlheinz Gabor,85,2022-05-01,German,4.46,99
Gedichte,Hans Christian Andersen,Karlheinz Gabor,4,2022-04-01,German,4.46,32
Unvergessliches Erlebnis,Stefan Zweig,Peter Bocek,29,2022-04-01,German,4.46,65
Die misslungene Vergiftung,Gottfried Keller,Stefan Bergmann,14,2022-05-01,German,4.46,32
Der Rabe,"Edgar Allan Poe, Klaus-Peter Walter",Benjamin Vanyek,10,2022-04-01,German,4.46,32
Der Glöckner von Notre-Dame 1.4,Victor Hugo,Stefan Bergmann,74,2022-04-01,German,4.46,99
Die Barmherzigen,Gabriele Reuter,Maren Meier,11,2022-05-01,German,4.46,32
Ins neue Land,Gabriele Reuter,Claudia Falk,228,2022-04-01,German,4.46,267
Jakob Szela,Marievon Ebner-Eschenbach,Henrike Heß,52,2022-04-01,German,4.46,99
Die Kriegskasse,Karl May,Karlheinz Gabor,43,2022-04-01,German,4.46,99
Miss Kery und Sophie Gallen,Sophievon La Roche,Franziska Singer,96,2022-04-01,German,4.46,166
Verwirrung der Geister,Anton Tschechow,Anja Liedl,11,2022-04-01,German,4.46,32
Graue Stunden,Gabriele Reuter,Maren Meier,16,2022-04-01,German,4.46,32
Die beiden Nachtwächter,Karl May,Karlheinz Gabor,56,2022-04-01,German,4.46,99
Der Trotzkopf,Emmyvon Rhoden,Laura Angermann,434,2022-05-01,German,4.46,434
Ein Stücklein vom alten Dessauer,Karl May,Karlheinz Gabor,37,2022-04-01,German,4.46,65
Irrfahrt und Ende Piere Donchamps' / Die Tragödie Philippe Daudets,Stefan Zweig,Peter Bocek,30,2022-04-01,German,4.46,65
Abdahn Effendi,Karl May,Julian Lübbers,160,2022-04-01,German,4.46,133
Ilsedores Glück,Marie Mancke,Henrike Heß,143,2022-04-01,German,4.46,166
Als ich um Hasenöl geschickt wurde,Peter Rosegger,Peter Matzer,23,2022-04-01,German,4.46,32
Old Surehand I,Karl May,Karlheinz Gabor,1134,2022-04-01,German,4.46,669
Als ich mir die Welt am Himmel baute,Peter Rosegger,Peter Matzer,21,2022-04-01,German,4.46,32
Durch das Land der Skipetaren,Karl May,Alex Wolf,1069,2022-04-01,German,4.46,669
Die Liebe der Erika Ewald,Stefan Zweig,Karlheinz Gabor,105,2022-04-01,German,4.46,133
Die Gottlosen,Peter Rosegger,Peter Matzer,396,2022-04-01,German,4.46,233
Der Hochzeitsmarsch,Selma Lagerlöf,Ikumi Derschmidt,10,2022-05-01,German,4.46,32
Jugend ohne Gott,Ödönvon Horvath,Julian Lübbers,232,2022-04-01,German,4.46,267
König Artus und die Ritter der Tafelrunde,Maude L.Radford,Karlheinz Gabor,105,2022-04-01,German,4.46,166
Unter einem Dach,Helene Hübener,Bettina Isabella Koini,568,2022-05-01,German,4.46,501
Der Rächer seiner Ehre,Anton Tschechow,Tilo Utecht,16,2022-05-01,German,4.46,32
Othello,Wilhelm Hauff,Daniel Franzen,94,2022-04-01,German,4.46,99
Der Prokurator,Johann Wolfgangvon Goethe,Karlheinz Gabor,46,2022-04-01,German,4.46,99
Schwester Elisabeth,Gabriele Reuter,Maren Meier,19,2022-04-01,German,4.46,32
Als ich den Himmlischen Altäre gebaut,Peter Rosegger,Peter Matzer,16,2022-04-01,German,4.46,32
Mai,"Karel Hynek Mácha, Ondrej Cikán",Natascha Husar,64,2022-05-01,German,4.46,133
Gespräche mit Goethe in den letzten Jahren seines Lebens 1,"Johann Wolfgangvon Goethe, Johann Peter Eckermann",Karlheinz Gabor,587,2022-04-01,German,4.46,367
Die Meuterer von der Bounty,Jules Verne,Karlheinz Gabor,52,2022-04-01,German,4.46,65
Benito Cereno,Herman Melville,Julian Mill,265,2022-04-01,German,4.46,200
Was Christine bei ihrer Herrschaft erlebt,Helene Hübener,Claudia Rohnefeld,157,2022-05-01,German,4.46,200
Heimkehr,Franz Kafka,Karlheinz Gabor,4,2022-04-01,German,4.46,32
Der Glöckner von Notre-Dame 1.10,Victor Hugo,Stefan Bergmann,213,2022-04-01,German,4.46,99
Das Leiden eines Knaben,Conrad Ferdinand Meyer,Matthias Ermert,140,2022-04-01,German,4.46,166
Der Stern über dem Walde,Stefan Zweig,Karlheinz Gabor,23,2022-04-01,German,4.46,32
Die falschen Weihnachtsbäume,Charlotte Niese,Claudia Rohnefeld,41,2022-04-01,German,4.46,65
Was die Großmutter gelehrt hat,Johanna Spyri,Natascha Husar,57,2022-04-01,German,4.46,99
Aphorismen und Reime,Wilhelm Busch,Daniel Franzen,38,2022-04-01,German,4.46,99
Der Schatz,Eduard Mörike,Christian Hofstetter,146,2022-04-01,German,4.46,166
"Josefine, die Sängerin oder Das Volk der Mäuse",Franz Kafka,Karlheinz Gabor,45,2022-04-01,German,4.46,99
Eine kleine Frau,Franz Kafka,Karlheinz Gabor,21,2022-05-01,German,4.46,32
Schuld und Sühne 6,Fjodor Dostojewski,Rebekka Damjani,380,2022-04-01,German,4.46,200
Die toten Seelen,Nikolai Gogol,Julian Mill,1003,2022-04-01,German,4.46,669
Der Glöckner von Notre-Dame 1.11,Victor Hugo,Stefan Bergmann,132,2022-04-01,German,4.46,99
Als ich der Müller war,Peter Rosegger,Peter Matzer,14,2022-04-01,German,4.46,32
Als ich Eierbub gewesen,Peter Rosegger,Peter Matzer,21,2022-04-01,German,4.46,32
Gefährliches Spiel,Theodor Fontane,Felix Hörr-Pietzonna,6,2022-04-01,German,4.46,32
Wilhelm Meisters Lehrjahre 7,Johann Wolfgangvon Goethe,Karlheinz Gabor,185,2022-04-01,German,4.46,166
Als ich...,Peter Rosegger,Peter Matzer,25,2022-04-01,German,4.46,32
Attila 5,Felix Dahn,Stefan Bergmann,88,2022-04-01,German,4.46,133
"Ein Mann, den Gott liebt",Ludwig Anzengruber,Christoph Hackenberg,17,2022-04-01,German,4.46,32
Wilhelm Meisters Lehrjahre 4,Johann Wolfgangvon Goethe,Karlheinz Gabor,191,2022-04-01,German,4.46,166
Der Amerikaner,Gabriele Reuter,Natascha Husar,314,2022-04-01,German,4.46,367
Otto Weininger,Stefan Zweig,Peter Bocek,9,2022-04-01,German,4.46,32
Der Frauenkrieg 2,Alexandre Dumas,Stefan Bergmann,395,2022-04-01,German,4.46,233
Die ledernen Brautwerber meines Vaters,Peter Rosegger,Peter Matzer,15,2022-04-01,German,4.46,32
Als ich nach Emmaus zog,Peter Rosegger,Peter Matzer,18,2022-04-01,German,4.46,32
Der Glöckner von Notre-Dame 1.2,Victor Hugo,Stefan Bergmann,146,2022-04-01,German,4.46,99
Querkopf Wilson,Mark Twain,Natascha Husar,340,2022-04-01,German,4.46,267
Blutrache,Karl May,Daniel Lerche,141,2022-04-01,German,4.46,133
Beim Weiden-Joseph,Johanna Spyri,Natascha Husar,92,2022-04-01,German,4.46,133
Eine alltägliche Verwirrung,Franz Kafka,Karlheinz Gabor,4,2022-04-01,German,4.46,32
Marie Antoinette,Stefan Zweig,Annegret Liebminger,1341,2022-04-01,German,4.46,669
Ob er wohl Fiekchen heiraten kann,Marievon Olfers,Claudia Rohnefeld,140,2022-04-01,German,4.46,166
Die Silbergrube,Selma Lagerlöf,Maren Meier,36,2022-05-01,German,4.46,32
Der Glöckner von Notre-Dame 1.5,Victor Hugo,Stefan Bergmann,79,2022-04-01,German,4.46,99
Als ich im Walde beim Käthele war,Peter Rosegger,Peter Matzer,15,2022-04-01,German,4.46,32
Das Leben der Hochgräfin Gritta von Rattenzuhausbeiuns,"Giselavon Arnim, Bettinavon Arnim",Claudia Falk,384,2022-03-01,German,4.46,334
Dreihundertvierundsechzig und eine Nacht,Peter Rosegger,Peter Matzer,11,2022-04-01,German,4.46,32
Wenn sich zwei Herzen scheiden,Karl May,Karlheinz Gabor,187,2022-04-01,German,4.46,166
Tom der kleine Detektiv,Mark Twain,Julia Soyer,121,2022-04-01,German,4.46,166
Schön Lisbeth,Frances Hodgson Burnett,Franziska Singer,318,2022-04-01,German,4.46,367
Napoleon Bonaparte,Alexandre Dumas,Julian Lübbers,458,2022-04-01,German,4.46,334
Der Glücksschimmel,Karl May,Karlheinz Gabor,135,2022-04-01,German,4.46,166
Schamah,Karl May,Julian Lübbers,166,2022-04-01,German,4.46,133
Die Wahrheit über Sancho Pansa,Franz Kafka,Karlheinz Gabor,3,2022-04-01,German,4.46,32
Der Glöckner von Notre-Dame 1.7,Victor Hugo,Stefan Bergmann,185,2022-04-01,German,4.46,99
In den Cordilleren,Karl May,Alex Wolf,994,2022-04-01,German,4.46,669
Das Erdbeeri Mareili,Jeremias Gotthelf,Viktoria Weiner,116,2022-04-01,German,4.46,133
Erinnerungen an Beethoven,Franz Grillparzer,Sieglinde Größinger-Potzmann,30,2022-03-01,German,4.46,65
Die Vollendung der Liebe,Robert Musil,Peter Bocek,147,2022-04-01,German,4.46,166
In der Strafkolonie,Franz Kafka,Christoph Hackenberg,83,2022-04-01,German,4.46,166
Attila 6,Felix Dahn,Stefan Bergmann,116,2022-04-01,German,4.46,133
Wilhelm Meisters Lehrjahre 5,Johann Wolfgangvon Goethe,Karlheinz Gabor,177,2022-04-01,German,4.46,166
"Briefe, die ihn nicht erreichten",Elisabethvon Heyking,Natascha Husar,370,2022-04-01,German,4.46,334
Der Glöckner von Notre-Dame 1.3,Victor Hugo,Stefan Bergmann,103,2022-04-01,German,4.46,99
Ein Bericht für eine Akademie,Franz Kafka,Benjamin Vanyek,30,2022-04-01,German,4.46,32
Wie ich mit der Thresel ausging und mit dem Maischel heimkam,Peter Rosegger,Peter Matzer,28,2022-04-01,German,4.46,32
Krieg und Frieden,Leo Tolstoy,Claudia Falk,1653,2022-04-01,German,4.46,837
Das Schläfchen auf dem Semmering,Peter Rosegger,Peter Matzer,19,2022-03-01,German,4.46,32
Der Glöckner von Notre-Dame 1.9,Victor Hugo,Stefan Bergmann,103,2022-04-01,German,4.46,99
Gritlis Kinder kommen weiter,Johanna Spyri,Natascha Husar,216,2022-04-01,German,4.46,267
Jaurès,Stefan Zweig,Peter Bocek,26,2022-04-01,German,4.46,65
Angela Borgia,Conrad Ferdinand Meyer,Natascha Husar,279,2022-04-01,German,4.46,334
Ninetta,Anna Schieber,Raica Wackes,43,2022-05-01,German,4.46,65
Der Irrtum,Peter Rosegger,Peter Matzer,369,2022-04-01,German,4.46,233
"Irrungen, Wirrungen",Theodor Fontane,Karlheinz Gabor,378,2022-04-01,German,4.46,334
Kürzere Orienterzählungen,Karl May,Julian Lübbers,576,2022-04-01,German,4.46,501
Wilhelm Meisters Lehrjahre 3,Johann Wolfgangvon Goethe,Karlheinz Gabor,134,2022-04-01,German,4.46,166
Grigia,Robert Musil,Christian Hofstetter,55,2022-04-01,German,4.46,99
Brief an den Vater,Franz Kafka,Dirk Waanders,117,2022-06-01,German,4.46,267
El Lazarillo de Tormes [The Lazarillo of Tormes],anónimo,Max Garzón,121,2022-03-01,Spanish,4.46,94
Ethan Frome,Edith Wharton,Bob Neufeld,236,2021-12-27,English,4.46,113
32 Caliber,Donald Mc Gibeny,Dawn Carsen,250,2021-12-29,English,4.46,468
A Daughter of the Snows,Jack London,Don W.Jenkins,504,2021-12-29,English,4.46,636
A Girl of the Limberlost,Gene Stratton-Porter,Patience Charles,625,2021-12-29,English,4.46,736
Prosa,Manuel Gutiérrez Nájera,Alan Bochm,1228,2021-12-29,Spanish,4.46,736
Agnes Grey,Anne Brontë,Libby Gohn,418,2021-12-29,English,4.46,568
A Christmas Carol,Charles Dickens,Chris Coxon,189,2021-12-31,English,4.46,132
A Hunger Artist,Franz Kafka,Cori Samuel,28,2021-12-29,English,4.46,99
A Portrait of the Artist as a Young Man,James Joyce,Peter Bobbe,541,2021-12-29,English,4.46,669
A Revolução dos Bichos,George Orwell,Carla Cris,218,2021-12-30,Portuguese,4.46,99
Ann Veronica,H.G.Wells,Joy Chan,615,2021-12-29,English,4.46,736
The Nightingale,Hans Christian Andersen,Grace Gordon,14,2021-12-29,English,4.46,65
The Man Who Planted Trees,Jean Giono,Malk Williams,27,2021-12-21,English,4.46,76
Burmese Days,George Orwell,Leighton Pugh,634,2021-12-21,English,4.46,759
Busekow,Carl Sternheim,Hans Ernst Jäger,42,2022-12-01,German,4.46,133
Maracot Deep and The Coming of the Fairies,Sir Arthur Conan Doyle,Stefan Rudnicki,389,2022-04-01,English,4.46,866
The Red Badge of Courage,Stephen Crane,Mike Vendetti,281,2021-12-23,English,4.46,300
Le Curé de village,Honoréde Balzac,Marie-Stéphane Cattaneo,575,2021-12-20,French,4.46,717
Le Médecin de campagne,Honoréde Balzac,Marie-Stéphane Cattaneo,525,2021-12-20,French,4.46,717
Le Lys dans la vallée,Honoréde Balzac,Marie-Stéphane Cattaneo,670,2021-12-20,French,4.46,717
Nouvelles,Guyde Maupassant,Alain Couchot,523,2021-12-16,French,4.46,187
The White Peacock,D.H.Lawrence,Patrick Barker,811,2021-12-15,English,4.46,410
Saladin und Herr Torello,Giovanni Boccaccio,Willi Reichmann,27,2022-03-01,German,4.46,65
Der tolle Invalide auf dem Fort Ratonneau,Achimvon Arnim,Armas Stein-Fühler,38,2022-03-01,German,4.46,133
El retrato de Dorian Gray [The Picture of Dorian Gray],Oscar Wilde,Max Garzón,8,2021-12-15,Spanish,4.46,115
The Children of the Sea,Joseph Conrad,Tom Crawford,377,2021-12-22,English,4.46,434
Little Meg's Children,Hesba Stretton,Fiddlesticks,127,2021-12-22,English,4.46,300
In the Year of the Jubilee,George Gissing,SKovalchik,893,2021-12-22,English,4.46,434
Moths of the Limberlost,Gene Stratton-Porter,J.M.Smallheer,268,2021-12-22,English,4.46,300
Laddie,Gene Stratton-Porter,Bridget Gaige,827,2021-12-22,English,4.46,434
The Holladay Case,Burton E.Stevenson,Cate Barratt,275,2021-12-22,English,4.46,300
Bunner Sisters,Edith Wharton,Margaret Espaillat,203,2021-12-22,English,4.46,300
The House of Mirth,Edith Wharton,Jan Moorehouse,772,2021-12-22,English,4.46,434
Michael O'Halloran,Gene Stratton-Porter,Mary Anderson,862,2021-12-22,English,4.46,434
A Tale of the Tow-Path,Homer Green,Donald Cummings,101,2021-12-22,English,4.46,300
Daddy-Long-Legs,Jean Webster,Jo Karabasz,266,2021-12-22,English,4.46,300
The Custom of the Country,Edith Wharton,Elizabeth Klett,850,2021-12-22,English,4.46,434
Aunt Crete's Emancipation,Grace Livingston Hill,Cori Samuel,160,2021-12-22,English,4.46,300
The Blind Brother,Homer Green,Donald Cummings,152,2021-12-22,English,4.46,300
Amy Foster,Joseph Conrad,Bellona Times,80,2021-12-22,English,4.46,300
Molly Brown's Freshman Days,Nell Speed,Debbie R.Baker Robinson,298,2021-12-22,English,4.46,300
The Odd Women,George Gissing,Elizabeth Klett,903,2021-12-22,English,4.46,434
Queen Lucia,E.F.Benson,Martin Clifton,523,2021-12-22,English,4.46,434
Dorian Grays porträtt,"Oscar Wilde, Nils Selander",Dan Bratt,599,2021-12-21,Swedish,4.46,233
Das verräterische Herz / Hopp-Frosch,Edgar Allan Poe,Arndt Schmöle,50,2021-09-12,German,4.46,166
Madame Butterfly,John Luther Long,Tamzin Denny,109,2021-07-12,English,4.46,468
Der Bau [The Construction],Franz Kafka,Benjamin Lucas,101,2021-12-15,German,4.46,164
Der Mord in Abbey Grange,Sir Arthur Conan Doyle,Gerd Köster,1,2022-01-14,German,4.46,166
Robinson Crusoe,Daniel Defoe,Mark James,680,2021-09-12,English,4.46,434
Caninos Brancos,"Jack London, Monteiro Lobato",Sidney Ferreira,452,2021-09-12,Portuguese,4.46,233
Traitor's Hands,Agatha Christie,"Mike Vendetti, Kathy Verduin",54,2021-06-12,English,4.46,239
A Christmas Carol (Unabridged),Charles Dickens,Jon Baum,164,2021-06-12,English,4.46,93
La bella estate,Cesare Pavese,Viola Graziosi,170,2021-12-24,Italian,4.46,75
El retrato de un artista adolescente [A Portrait of the Artist as a Young Man],James Joyce,Leonel Arias,751,2021-01-12,Spanish,4.46,422
Tra donne sole,Cesare Pavese,Renata Palminiello,246,2022-05-01,Italian,4.46,228
The White Company,Arthur Conan Doyle,Clive Catterall,871,2021-11-30,English,4.46,434
Emma (French edition),Jane Austen,Clémence Poésy,933,2021-02-12,French,4.46,"1,057"
Lui,Guyde Maupassant,Alain Couchot,19,2021-11-30,French,4.46,36
La bella estate,Cesare Pavese,Silvia Cecchini,161,2021-11-29,Italian,4.46,129
Mr. Justice Raffles,E.W.Hornung,Cate Barratt,325,2021-11-25,English,4.46,334
The Camera Fiend,E.W.Hornung,Judi Mason,464,2021-11-25,English,4.46,334
The Day of the Triffids,John Wyndham,Kingsley Ben-Adir,493,2021-11-25,English,4.46,759
L'atelier de Marie-Claire,Marguerite Audoux,Emmanuelle Lemée,320,2021-11-25,French,4.46,376
L'enfant perdue,Louise Hameau,Emmanuelle Lemée,161,2021-11-25,French,4.46,225
Marie-Claire,Marguerite Audoux,Emmanuelle Lemée,211,2021-11-25,French,4.46,225
Giboulée,Louise-Marguerite Chérondela Bruyère,Emmanuelle Lemée,212,2021-11-25,French,4.46,225
Der Doppelgänger,Fjodor Dostojewski,Michael Rotschopf,528,2021-11-24,German,4.46,635
Madame Bovary (Swedish edition),"Gustave Flaubert, Ernst Lundquist",Kim Rhedin Hüttner,861,2021-11-25,Swedish,4.46,233
A Christmas Carol - A Ghost Story of Christmas,Charles Dickens,"Amanda Friday, Rob Goll",191,2021-11-30,English,4.46,383
Edgar Allan Poe's: The Cask of Amontillado,"Edgar Allan Poe, Jason Markiewitz","Jason Markiewitz, Brennan Villados",30,2021-11-30,English,4.46,210
Tarzán de los Monos [Tarzan of the Apes],Edgar Rice Burroughs,Juan Guzman,312,2021-11-30,Spanish,4.46,233
Miss Mapp,E.F.Benson,Helen Lloyd,545,2021-11-19,English,4.46,670
"Raffles, Further Adventures of the Amateur Cracksman",E.W.Hornung,Kristin Hughes,334,2021-11-17,English,4.46,334
The Amateur Cracksman,E.W.Hornung,Kristin Hughes,322,2021-11-17,English,4.46,334
A Thief in the Night,E.W.Hornung,Cate Barratt,368,2021-11-17,English,4.46,334
Der Sandmann. Eine Erzählung,E.T.A.Hoffmann,Christiane Dors,100,2021-11-17,German,4.46,233
The Three Hostages,John Buchan,Graham Scott,737,2021-11-19,English,4.46,813
